genome,completeness,contamination,length,N50
AtH2023_SRR17241646_MAG04.fasta,99.68,0.16,2477767.0,18007.0
AtH2023_SRR17241646_MAG05.fasta,83.99,1.18,1439855.0,12981.0
AtH2023_SRR17241646_MAG06.fasta,93.51,1.22,1891579.0,26613.0
AtH2023_SRR17241646_MAG07.fasta,83.7,1.41,1652537.0,12962.0
AtH2023_SRR17241646_MAG08.fasta,88.74,1.69,2947086.0,25982.0
AtH2023_SRR17241646_MAG09.fasta,96.18,0.26,1918722.0,17462.0
AtH2023_SRR17241646_MAG10.fasta,63.14,0.61,1099743.0,6068.0
AtH2023_SRR17241646_MAG11.fasta,94.49,0.08,1563610.0,44043.0
AtH2023_SRR17241646_MAG12.fasta,96.04,2.0,1635228.0,23145.0
AtH2023_SRR17241646_MAG13.fasta,75.78,0.38,1900407.0,7193.0
AtH2023_SRR17241646_MAG14.fasta,95.14,0.81,1502942.0,18709.0
AtH2023_SRR17241646_MAG15.fasta,89.44,1.1,1451076.0,5386.0
AtH2023_SRR17241646_MAG16.fasta,98.74,0.55,1648453.0,32570.0
AtH2023_SRR17241646_MAG17.fasta,95.91,0.37,2237963.0,22006.0
AtH2023_SRR17241646_MAG18.fasta,92.45,2.35,2357391.0,25848.0
AtH2023_SRR17241646_MAG19.fasta,82.58,1.26,2408390.0,50889.0
AtH2023_SRR17241646_MAG20.fasta,92.79,0.0,2205537.0,35344.0
AtH2023_SRR17241646_MAG21.fasta,79.25,1.05,1621078.0,6847.0
AtH2023_SRR17241646_MAG22.fasta,84.45,2.01,1511082.0,50572.0
AtH2023_SRR17241646_MAG23.fasta,98.95,0.03,1969624.0,21449.0
AtH2023_SRR17241646_MAG24.fasta,86.21,1.76,2802019.0,19116.0
AtH2023_SRR17241646_MAG25.fasta,84.68,0.79,1777924.0,5558.0
AtH2023_SRR17241646_MAG26.fasta,96.27,9.23,3510691.0,37510.0
AtH2023_SRR17241646_MAG27.fasta,97.51,1.22,2266363.0,80432.0
AtH2023_SRR17241646_MAG28.fasta,96.41,0.75,2093809.0,30255.0
AtH2023_SRR17241646_MAG29.fasta,85.88,1.95,2543564.0,14986.0
AtH2023_SRR17241646_MAG30.fasta,94.51,4.09,1342263.0,20502.0
AtH2023_SRR17241646_MAG31.fasta,94.59,0.02,1918850.0,15194.0
AtH2023_SRR17241646_MAG32.fasta,91.52,0.0,1593297.0,43556.0
AtH2023_SRR17241646_MAG33.fasta,79.88,0.3,1344086.0,29623.0
AtH2023_SRR17241646_MAG34.fasta,88.27,1.37,1734087.0,31784.0
AtH2023_SRR17241646_MAG35.fasta,81.25,0.18,2489541.0,66281.0
AtH2023_SRR17241646_MAG36.fasta,99.76,0.05,1087999.0,321775.0
AtH2023_SRR17241681_MAG01.fasta,97.23,2.8,2629976.0,32908.0
AtH2023_SRR17241681_MAG02.fasta,54.95,0.2,1149978.0,57135.0
AtH2023_SRR17241681_MAG03.fasta,99.71,1.48,2322230.0,49497.0
AtH2023_SRR17241681_MAG04.fasta,98.39,2.21,2184204.0,50669.0
AtH2023_SRR17241681_MAG05.fasta,91.73,0.55,2660684.0,57153.0
AtH2023_SRR17241681_MAG06.fasta,86.94,2.72,2810191.0,28841.0
AtH2023_SRR17241681_MAG07.fasta,97.53,0.64,2178625.0,54848.0
AtH2023_SRR17241681_MAG08.fasta,99.69,2.29,1918280.0,32843.0
AtH2023_SRR17241681_MAG09.fasta,94.86,5.58,2467668.0,63404.0
AtH2023_SRR17241681_MAG10.fasta,82.97,0.25,1572102.0,26886.0
AtH2023_SRR17241681_MAG11.fasta,96.51,4.97,1664330.0,14827.0
AtH2023_SRR17241681_MAG12.fasta,87.32,6.6,2231728.0,32074.0
AtH2023_SRR17241681_MAG13.fasta,85.96,3.0,2506485.0,58065.0
AtH2023_SRR17241681_MAG14.fasta,76.04,1.72,2197854.0,14257.0
AtH2023_SRR17241681_MAG15.fasta,95.22,0.62,1947643.0,29451.0
AtH2023_SRR17241681_MAG16.fasta,99.12,0.69,1816563.0,22175.0
AtH2023_SRR17241681_MAG17.fasta,85.17,3.07,2092339.0,6545.0
AtH2023_SRR17241681_MAG18.fasta,99.94,0.03,1615353.0,39428.0
AtH2023_SRR17241681_MAG19.fasta,92.02,0.3,2166818.0,21128.0
AtH2023_SRR17241681_MAG20.fasta,85.95,0.88,2140701.0,17065.0
AtH2023_SRR17241681_MAG21.fasta,98.03,3.88,2309347.0,12214.0
AtH2023_SRR17241681_MAG22.fasta,57.93,0.0,968546.0,44753.0
AtH2023_SRR17241681_MAG23.fasta,75.94,2.81,2194862.0,11682.0
AtH2023_SRR17241681_MAG24.fasta,95.35,0.97,1821484.0,31601.0
AtH2023_SRR17241681_MAG25.fasta,82.72,1.67,1611035.0,24415.0
AtH2023_SRR17241681_MAG26.fasta,89.32,0.37,2430955.0,32933.0
AtH2023_SRR17241681_MAG27.fasta,81.92,0.38,935181.0,20138.0
AtH2023_SRR17241681_MAG28.fasta,98.95,0.08,1057189.0,27424.0
AtH2023_SRR17241681_MAG29.fasta,74.9,0.07,1787086.0,23523.0
AtH2023_SRR17241681_MAG30.fasta,80.43,0.2,2241078.0,88751.0
AtH2023_SRR17241681_MAG31.fasta,68.99,1.24,1687278.0,49411.0
AtH2023_SRR17241683_MAG01.fasta,99.86,0.83,,
AtH2023_SRR17241683_MAG02.fasta,99.94,2.35,,
AtH2023_SRR17241683_MAG03.fasta,91.26,1.4,,
AtH2023_SRR17241683_MAG04.fasta,96.12,0.14,,
AtH2023_SRR17241683_MAG05.fasta,94.42,2.75,,
AtH2023_SRR17241683_MAG06.fasta,98.56,0.35,,
AtH2023_SRR17241683_MAG07.fasta,85.73,1.32,,
AtH2023_SRR17241683_MAG08.fasta,87.76,0.27,,
AtH2023_SRR17241683_MAG09.fasta,97.47,0.56,,
AtH2023_SRR17241683_MAG10.fasta,86.57,1.36,,
AtH2023_SRR17241683_MAG11.fasta,85.98,0.23,,
AtH2023_SRR17241683_MAG12.fasta,89.32,0.69,,
AtH2023_SRR17241683_MAG13.fasta,76.0,1.05,,
AtH2023_SRR17241683_MAG14.fasta,91.24,0.33,,
AtH2023_SRR17241683_MAG15.fasta,94.67,0.5,,
AtH2023_SRR17241683_MAG16.fasta,91.33,2.15,,
AtH2023_SRR17241683_MAG17.fasta,89.39,0.03,,
AtH2023_SRR17241683_MAG18.fasta,92.62,1.94,,
AtH2023_SRR17241683_MAG19.fasta,85.61,1.23,,
AtH2023_SRR17241683_MAG20.fasta,98.52,0.09,,
AtH2023_SRR17241683_MAG21.fasta,89.79,0.01,,
AtH2023_SRR17241683_MAG22.fasta,83.41,1.55,,
AtH2023_SRR17241683_MAG23.fasta,81.5,3.27,,
AtH2023_SRR17241683_MAG24.fasta,81.64,0.69,,
AtH2023_SRR17241683_MAG25.fasta,99.96,0.08,,
AtH2023_SRR17241683_MAG26.fasta,98.74,0.91,,
AtH2023_SRR17241683_MAG27.fasta,90.53,0.84,,
AtH2023_SRR17241683_MAG28.fasta,92.28,1.09,,
AtH2023_SRR17241683_MAG29.fasta,85.89,0.09,,
AtH2023_SRR17241683_MAG30.fasta,99.91,0.13,,
AtH2023_SRR17241683_MAG31.fasta,100.0,0.46,,
AtH2023_SRR17241683_MAG32.fasta,88.51,2.92,,
AtH2023_SRR17241683_MAG33.fasta,96.51,0.56,,
AtH2023_SRR17241683_MAG34.fasta,94.85,6.89,,
AtH2023_SRR17241683_MAG35.fasta,98.79,0.06,,
AtH2023_SRR17241683_MAG36.fasta,99.41,0.45,,
AtH2023_SRR17241683_MAG37.fasta,82.7,2.21,,
AtH2023_SRR17241683_MAG38.fasta,98.05,4.03,,
AtH2023_SRR17241683_MAG39.fasta,95.92,0.22,,
AtH2023_SRR17241683_MAG40.fasta,96.85,0.96,,
AtH2023_SRR17241683_MAG41.fasta,90.82,0.11,,
AtH2023_SRR17241683_MAG42.fasta,100.0,0.1,,
AtH2023_SRR17241683_MAG43.fasta,99.99,1.19,,
AtH2023_SRR17241683_MAG44.fasta,99.98,1.45,,
AtH2023_SRR17241683_MAG45.fasta,98.72,0.81,,
AtH2023_SRR17241686_MAG01.fasta,88.75,0.08,2388412.0,59915.0
AtH2023_SRR17241686_MAG02.fasta,97.3,0.84,1978921.0,75855.0
AtH2023_SRR17241686_MAG03.fasta,95.42,4.17,3482955.0,60275.0
AtH2023_SRR17241686_MAG04.fasta,66.52,2.95,2229786.0,52304.0
AtH2023_SRR17241686_MAG05.fasta,92.32,0.49,2588688.0,7074.0
AtH2023_SRR17241686_MAG06.fasta,100.0,0.68,1870098.0,49299.0
AtH2023_SRR17241686_MAG07.fasta,92.18,0.02,871228.0,28579.0
AtH2023_SRR17241686_MAG08.fasta,92.25,1.66,2098873.0,87267.0
AtH2023_SRR17241686_MAG09.fasta,91.67,0.26,3145344.0,30656.0
AtH2023_SRR17241686_MAG10.fasta,77.8,0.01,2294882.0,50063.0
AtH2023_SRR17241686_MAG11.fasta,98.28,3.11,2986926.0,83527.0
AtH2023_SRR17241686_MAG12.fasta,98.54,0.36,1989847.0,92754.0
AtH2023_SRR17241686_MAG13.fasta,97.49,0.36,3137640.0,79796.0
AtH2023_SRR17241686_MAG14.fasta,86.97,0.02,2369971.0,107753.0
AtH2023_SRR17241686_MAG15.fasta,99.63,0.16,2947807.0,69882.0
AtH2023_SRR17241686_MAG16.fasta,96.99,0.07,1840090.0,41039.0
AtH2023_SRR17241686_MAG17.fasta,79.72,0.56,1938998.0,6327.0
AtH2023_SRR17241686_MAG18.fasta,93.81,3.57,4252960.0,36617.0
AtH2023_SRR17241686_MAG19.fasta,92.67,4.56,2864674.0,7747.0
AtH2023_SRR17241686_MAG20.fasta,91.57,0.0,2686834.0,24744.0
AtH2023_SRR17241686_MAG21.fasta,63.33,0.22,2348031.0,30192.0
AtH2023_SRR17241686_MAG22.fasta,87.19,0.02,1617068.0,72270.0
AtH2023_SRR17241686_MAG23.fasta,96.17,3.43,2885837.0,16723.0
AtH2023_SRR17241686_MAG24.fasta,98.89,0.15,1648650.0,36565.0
AtH2023_SRR17241686_MAG25.fasta,99.41,0.22,2228432.0,101406.0
AtH2023_SRR17241686_MAG26.fasta,98.53,2.14,4166095.0,95861.0
AtH2023_SRR17241686_MAG27.fasta,56.38,0.09,1345472.0,55899.0
AtH2023_SRR17241686_MAG28.fasta,93.51,1.31,2809705.0,60195.0
AtH2023_SRR17241686_MAG29.fasta,90.09,0.11,5085481.0,141036.0
AtH2023_SRR17241686_MAG30.fasta,97.45,0.38,1519049.0,32126.0
AtH2023_SRR17241686_MAG31.fasta,99.35,0.43,4694583.0,126986.0
AtH2023_SRR17241686_MAG32.fasta,95.57,0.36,2033560.0,86093.0
AtH2023_SRR17241686_MAG33.fasta,92.01,1.42,3279927.0,95180.0
AtH2023_SRR17241686_MAG34.fasta,84.82,0.0,1989642.0,55107.0
AtH2023_SRR17241686_MAG35.fasta,97.87,0.72,2428253.0,73473.0
AtH2023_SRR17241686_MAG36.fasta,98.32,0.49,2373603.0,65037.0
AtH2023_SRR17241686_MAG37.fasta,92.28,0.07,1713772.0,170216.0
AtH2023_SRR17241686_MAG38.fasta,53.27,0.47,2297934.0,330792.0
AtH2023_SRR17241686_MAG39.fasta,92.93,0.34,2024228.0,97866.0
AtH2023_SRR17241691_MAG01.fasta,98.64,0.22,1937675.0,56318.0
AtH2023_SRR17241691_MAG02.fasta,93.57,3.12,1942801.0,25578.0
AtH2023_SRR17241691_MAG03.fasta,93.17,1.17,2921951.0,81095.0
AtH2023_SRR17241691_MAG04.fasta,87.06,2.97,2619853.0,27239.0
AtH2023_SRR17241691_MAG05.fasta,94.07,0.51,2117569.0,90360.0
AtH2023_SRR17241691_MAG06.fasta,99.24,1.21,2479431.0,123868.0
AtH2023_SRR17241691_MAG07.fasta,95.76,0.33,1814749.0,31372.0
AtH2023_SRR17241691_MAG08.fasta,96.79,0.14,4603019.0,73352.0
AtH2023_SRR17241691_MAG09.fasta,88.95,0.62,2588851.0,31624.0
AtH2023_SRR17241691_MAG10.fasta,99.97,0.78,1845421.0,49299.0
AtH2023_SRR17241691_MAG11.fasta,98.08,0.06,1531725.0,31463.0
AtH2023_SRR17241691_MAG12.fasta,89.91,1.31,1778529.0,10369.0
AtH2023_SRR17241691_MAG13.fasta,86.66,1.58,1960225.0,8777.0
AtH2023_SRR17241691_MAG14.fasta,88.22,0.19,1514253.0,8623.0
AtH2023_SRR17241691_MAG15.fasta,82.76,6.23,2016456.0,5278.0
AtH2023_SRR17241691_MAG16.fasta,82.81,0.24,1670451.0,12767.0
AtH2023_SRR17241691_MAG17.fasta,82.6,1.95,1635712.0,5339.0
AtH2023_SRR17241691_MAG18.fasta,84.51,0.68,1751327.0,15207.0
AtH2023_SRR17241691_MAG19.fasta,88.17,1.44,2363381.0,7537.0
AtH2023_SRR17241691_MAG20.fasta,87.38,0.71,2902314.0,30865.0
AtH2023_SRR17241691_MAG21.fasta,95.61,1.3,2929935.0,36948.0
AtH2023_SRR17241691_MAG22.fasta,79.38,0.03,1824506.0,5752.0
AtH2023_SRR17241691_MAG23.fasta,82.23,0.84,3759735.0,9860.0
AtH2023_SRR17241691_MAG24.fasta,83.61,0.04,2954454.0,55225.0
AtH2023_SRR17241691_MAG25.fasta,90.77,0.02,1440887.0,30530.0
AtH2023_SRR17241691_MAG26.fasta,87.54,0.07,1722986.0,74791.0
AtH2023_SRR17241691_MAG27.fasta,91.59,2.04,2135853.0,11982.0
AtH2023_SRR17241691_MAG28.fasta,85.73,0.05,2072812.0,11334.0
AtH2023_SRR17241691_MAG29.fasta,97.16,0.21,832891.0,23516.0
AtH2023_SRR17241691_MAG30.fasta,100.0,4.05,4824761.0,38289.0
AtH2023_SRR17241691_MAG31.fasta,90.64,0.98,4315743.0,133352.0
AtH2023_SRR17241691_MAG32.fasta,83.22,2.05,1493063.0,6223.0
AtH2023_SRR17241691_MAG33.fasta,96.64,1.11,2298786.0,16339.0
AtH2023_SRR17241691_MAG34.fasta,58.42,0.1,1133527.0,85529.0
AtH2023_SRR17241691_MAG35.fasta,99.89,1.08,3247660.0,73148.0
AtH2023_SRR17241691_MAG36.fasta,84.06,0.26,2575468.0,82746.0
AtH2023_SRR17241691_MAG37.fasta,92.64,0.9,2402817.0,34482.0
AtH2023_SRR17241691_MAG38.fasta,91.18,0.02,1531397.0,70521.0
AtH2023_SRR18048901_MAG01.fasta,96.09,1.76,3075824.0,45798.0
AtH2023_SRR18048901_MAG02.fasta,91.81,0.16,3225936.0,49639.0
AtH2023_SRR18048901_MAG03.fasta,91.12,1.12,2038352.0,111966.0
AtH2023_SRR18048901_MAG04.fasta,88.9,0.02,3036070.0,62589.0
AtH2023_SRR18048901_MAG05.fasta,98.78,2.86,3110494.0,45675.0
AtH2023_SRR18048901_MAG06.fasta,93.59,1.15,2569427.0,22408.0
AtH2023_SRR18048901_MAG07.fasta,99.82,0.51,4530239.0,70734.0
AtH2023_SRR18048901_MAG08.fasta,95.13,0.16,2495717.0,101073.0
AtH2023_SRR18048901_MAG09.fasta,99.99,3.18,3169631.0,75216.0
AtH2023_SRR18048901_MAG10.fasta,92.53,0.23,2724130.0,66850.0
AtH2023_SRR18048901_MAG11.fasta,90.15,0.24,2175580.0,70342.0
AtH2023_SRR18048901_MAG12.fasta,58.71,0.0,1024237.0,63866.0
AtH2023_SRR18048901_MAG13.fasta,57.34,0.14,989624.0,507251.0
AtH2023_SRR19716446_MAG01.fasta,100.0,0.34,,
AtH2023_SRR19716446_MAG02.fasta,100.0,7.8,,
AtH2023_SRR19716446_MAG03.fasta,92.53,7.4,,
AtH2023_SRR19716446_MAG04.fasta,92.56,0.87,,
AtH2023_SRR19716446_MAG05.fasta,89.07,0.62,,
AtH2023_SRR19716446_MAG06.fasta,81.91,1.08,,
AtH2023_SRR19716446_MAG07.fasta,97.14,1.34,,
AtH2023_SRR19716446_MAG08.fasta,84.08,0.4,,
AtH2023_SRR19716446_MAG09.fasta,94.83,0.24,,
AtH2023_SRR19716446_MAG10.fasta,82.38,3.82,,
AtH2023_SRR19716446_MAG11.fasta,96.99,2.52,,
AtH2023_SRR19716446_MAG12.fasta,87.01,0.79,,
AtH2023_SRR19716446_MAG13.fasta,92.56,0.33,,
AtH2023_SRR19716446_MAG14.fasta,65.78,0.93,,
AtH2023_SRR19716446_MAG15.fasta,93.33,1.87,,
AtH2023_SRR19716446_MAG16.fasta,81.44,3.17,,
AtH2023_SRR19716446_MAG17.fasta,94.31,5.89,,
AtH2023_SRR19716446_MAG18.fasta,86.28,4.13,,
AtH2023_SRR19716446_MAG19.fasta,100.0,0.08,,
AtH2023_SRR19716446_MAG20.fasta,88.49,6.74,,
AtH2023_SRR19716446_MAG21.fasta,83.43,0.29,,
AtH2023_SRR19716446_MAG22.fasta,95.72,4.73,,
AtH2023_SRR19716446_MAG23.fasta,92.26,0.02,,
AtH2023_SRR19716446_MAG24.fasta,91.04,0.71,,
AtH2023_SRR19716446_MAG25.fasta,86.98,0.25,,
AtH2023_SRR19716446_MAG26.fasta,97.73,0.0,,
AtH2023_SRR19716446_MAG27.fasta,84.42,0.23,,
AtH2023_SRR19716446_MAG28.fasta,99.71,1.27,,
AtH2023_SRR19716474_MAG01.fasta,94.99,0.26,,
AtH2023_SRR19716474_MAG02.fasta,85.35,0.4,,
AtH2023_SRR19716474_MAG03.fasta,84.74,2.39,,
AtH2023_SRR19716474_MAG04.fasta,100.0,2.47,,
AtH2023_SRR19716474_MAG05.fasta,89.14,0.26,,
AtH2023_SRR19716474_MAG06.fasta,97.89,1.17,,
AtH2023_SRR19716474_MAG07.fasta,83.8,1.65,,
AtH2023_SRR19716474_MAG08.fasta,98.04,0.83,,
AtH2023_SRR19716474_MAG09.fasta,98.24,0.02,,
AtH2023_SRR19716474_MAG10.fasta,88.72,3.37,,
AtH2023_SRR19716474_MAG11.fasta,100.0,4.76,,
AtH2023_SRR19716474_MAG12.fasta,100.0,0.01,,
AtH2023_SRR19716474_MAG13.fasta,77.09,1.64,,
AtH2023_SRR19716474_MAG14.fasta,88.65,0.57,,
AtH2023_SRR19716474_MAG15.fasta,80.73,0.85,,
AtH2023_SRR19716474_MAG16.fasta,94.01,1.85,,
AtH2023_SRR19716474_MAG17.fasta,89.57,5.03,,
AtH2023_SRR19716474_MAG18.fasta,84.63,4.5,,
AtH2023_SRR19716474_MAG19.fasta,60.77,0.15,,
AtH2023_SRR19716474_MAG20.fasta,94.57,3.09,,
AtH2023_SRR19716474_MAG21.fasta,68.81,0.06,,
AtH2023_SRR19716474_MAG22.fasta,95.66,0.07,,
AtH2023_SRR19716474_MAG23.fasta,89.27,2.3,,
AtH2023_SRR19716474_MAG24.fasta,90.74,2.85,,
AtH2023_SRR19716474_MAG25.fasta,89.98,1.12,,
AtH2023_SRR19716474_MAG26.fasta,89.83,1.44,,
AtH2023_SRR19716474_MAG27.fasta,93.98,0.31,,
AtH2023_SRR19716474_MAG28.fasta,97.69,0.61,,
AtH2023_SRR19716474_MAG29.fasta,90.97,0.78,,
AtH2023_SRR19716474_MAG30.fasta,73.37,1.12,,
AtH2023_SRR19716474_MAG31.fasta,69.09,0.06,,
AtH2023_SRR19716474_MAG32.fasta,90.56,2.02,,
AtH2023_SRR19716474_MAG33.fasta,96.79,0.85,,
AtH2023_SRR19716474_MAG34.fasta,95.31,2.98,,
AtH2023_SRR19716474_MAG35.fasta,84.89,1.08,,
AtH2023_SRR19716474_MAG36.fasta,94.8,2.51,,
AtH2023_SRR19716474_MAG37.fasta,91.58,1.33,,
AtH2023_SRR19716474_MAG38.fasta,81.46,2.91,,
AtH2023_SRR19716474_MAG39.fasta,89.83,3.57,,
AtH2023_SRR19716474_MAG40.fasta,78.25,3.6,,
AtH2023_SRR19716474_MAG41.fasta,94.06,0.21,,
AtH2023_SRR19716474_MAG42.fasta,92.04,0.0,,
AtH2023_SRR19716474_MAG43.fasta,99.49,0.19,,
AtH2023_SRR19906103_MAG1.fasta,86.1,0.03,,
AtH2023_SRR19906103_MAG2.fasta,84.11,0.4,,
AtH2023_SRR19906118_MAG01.fasta,88.58,0.61,2536282.0,145340.0
AtH2023_SRR19906118_MAG02.fasta,95.23,2.02,1879436.0,10135.0
AtH2023_SRR19906118_MAG03.fasta,88.56,2.77,2596777.0,9059.0
AtH2023_SRR19906118_MAG04.fasta,85.22,1.81,1974187.0,14604.0
AtH2023_SRR19906118_MAG05.fasta,84.1,0.08,1740533.0,7414.0
AtH2023_SRR19906118_MAG06.fasta,84.16,1.98,2771056.0,14424.0
AtH2023_SRR19906118_MAG07.fasta,94.92,1.59,1909024.0,9788.0
AtH2023_SRR19906118_MAG08.fasta,76.15,1.08,2029570.0,7460.0
AtH2023_SRR19906118_MAG09.fasta,99.84,0.48,1800571.0,10555.0
AtH2023_SRR19906118_MAG10.fasta,55.09,0.12,2020298.0,65743.0
AtH2023_SRR19906118_MAG11.fasta,60.4,0.01,1101585.0,81179.0
AtH2023_SRR19906120_MAG1.fasta,91.78,8.24,,
AtH2023_SRR19906120_MAG2.fasta,95.67,1.28,,
AtH2023_SRR19906120_MAG3.fasta,95.24,0.33,,
AtH2023_SRR19906120_MAG4.fasta,92.55,0.2,,
AtH2023_SRR19906147_MAG1.fasta,99.98,0.24,,
AtH2023_SRR19906147_MAG2.fasta,93.66,7.18,,
AtH2023_SRR19906147_MAG3.fasta,81.1,3.04,,
AtH2023_SRR19906147_MAG4.fasta,99.95,0.11,,
AtH2023_SRR19906147_MAG5.fasta,67.28,0.73,,
AtH2023_SRR19906156_MAG1.fasta,94.92,0.06,,
AtH2023_SRR19906156_MAG2.fasta,87.36,1.88,,
AtH2023_SRR19906164_MAG1.fasta,79.59,2.41,,
AtH2023_SRR19906164_MAG2.fasta,76.28,0.07,,
AtH2023_SRR19906164_MAG3.fasta,99.99,0.0,,
AtH2023_SRR19906164_MAG4.fasta,65.36,0.11,,
AtH2023_SRR19906164_MAG5.fasta,93.09,0.11,,
AtH2023_SRR19906168_MAG1.fasta,95.18,0.33,,
AtH2023_SRR19906168_MAG2.fasta,92.75,0.06,,
AtH2023_SRR19906188_MAG01.fasta,83.97,3.43,,
AtH2023_SRR19906188_MAG02.fasta,95.61,0.59,,
AtH2023_SRR19906188_MAG03.fasta,88.04,0.31,,
AtH2023_SRR19906188_MAG04.fasta,92.32,0.45,,
AtH2023_SRR19906188_MAG05.fasta,87.31,5.46,,
AtH2023_SRR19906188_MAG06.fasta,99.1,5.04,,
AtH2023_SRR19906188_MAG07.fasta,97.16,1.52,,
AtH2023_SRR19906188_MAG08.fasta,96.3,0.14,,
AtH2023_SRR19906188_MAG09.fasta,96.6,0.06,,
AtH2023_SRR19906188_MAG10.fasta,54.26,0.0,,
AtH2023_SRR19906199_MAG1.fasta,84.92,0.61,,
AtH2023_SRR21357591_MAG01.fasta,92.07,0.98,1551399.0,5723.0
AtH2023_SRR21357591_MAG02.fasta,91.85,2.94,1342508.0,13279.0
AtH2023_SRR21357591_MAG03.fasta,95.43,3.94,1724837.0,28645.0
AtH2023_SRR21357591_MAG04.fasta,96.07,2.37,1538706.0,10064.0
AtH2023_SRR21357591_MAG05.fasta,84.97,2.2,2112799.0,6241.0
AtH2023_SRR21357591_MAG06.fasta,94.4,1.45,2070409.0,14552.0
AtH2023_SRR21357591_MAG07.fasta,75.52,1.11,2104804.0,6342.0
AtH2023_SRR21357591_MAG08.fasta,95.58,2.32,1259381.0,6748.0
AtH2023_SRR21357591_MAG09.fasta,89.87,2.8,1915892.0,5839.0
AtH2023_SRR21357591_MAG10.fasta,95.14,0.45,1442322.0,12278.0
AtH2023_SRR21357591_MAG11.fasta,95.87,1.37,1456576.0,6138.0
AtH2023_SRR21357591_MAG12.fasta,93.05,0.23,2891404.0,24871.0
AtH2023_SRR21357591_MAG13.fasta,89.84,1.51,1613578.0,5767.0
AtH2023_SRR21357591_MAG14.fasta,98.94,0.69,2007233.0,20216.0
AtH2023_SRR21357591_MAG15.fasta,94.26,2.89,1508246.0,19731.0
AtH2023_SRR21357591_MAG16.fasta,92.41,1.35,1663037.0,33226.0
AtH2023_SRR21357591_MAG17.fasta,92.2,1.33,1257162.0,5315.0
AtH2023_SRR21357591_MAG18.fasta,80.33,0.88,2420474.0,15789.0
AtH2023_SRR21357591_MAG19.fasta,70.85,3.17,2018710.0,8436.0
AtH2023_SRR21357591_MAG20.fasta,93.19,2.86,1471428.0,13275.0
AtH2023_SRR21357591_MAG21.fasta,82.62,1.07,2047928.0,9320.0
AtH2023_SRR21357591_MAG22.fasta,96.93,0.04,1807215.0,13768.0
AtH2023_SRR21357591_MAG23.fasta,96.38,6.11,1374241.0,8605.0
AtH2023_SRR21357591_MAG24.fasta,99.32,0.06,1808442.0,16388.0
AtH2023_SRR21357591_MAG25.fasta,96.26,0.22,1506122.0,19555.0
AtH2023_SRR21357591_MAG26.fasta,98.51,0.37,1688045.0,15890.0
AtH2023_SRR21357591_MAG27.fasta,90.61,2.37,1641759.0,15243.0
AtH2023_SRR21357591_MAG28.fasta,83.87,1.06,2616476.0,17608.0
AtH2023_SRR21357591_MAG29.fasta,98.29,1.14,2777080.0,55096.0
AtH2023_SRR21357591_MAG30.fasta,92.51,0.22,1747987.0,14144.0
AtH2023_SRR21357591_MAG31.fasta,93.76,2.23,1359153.0,10266.0
AtH2023_SRR21357596_MAG1.fasta,94.92,0.47,2128390.0,10029.0
AtH2023_SRR21357608_MAG01.fasta,90.43,5.45,,
AtH2023_SRR21357608_MAG02.fasta,86.33,0.66,,
AtH2023_SRR21357608_MAG03.fasta,92.13,3.23,,
AtH2023_SRR21357608_MAG04.fasta,93.24,6.52,,
AtH2023_SRR21357608_MAG05.fasta,89.3,6.75,,
AtH2023_SRR21357608_MAG06.fasta,81.25,1.93,,
AtH2023_SRR21357608_MAG07.fasta,77.42,3.67,,
AtH2023_SRR21357608_MAG08.fasta,89.18,1.27,,
AtH2023_SRR21357608_MAG09.fasta,92.23,5.29,,
AtH2023_SRR21357608_MAG10.fasta,86.15,0.68,,
AtH2023_SRR21357608_MAG11.fasta,95.66,2.06,,
AtH2023_SRR21357608_MAG12.fasta,92.95,8.43,,
AtH2023_SRR21357608_MAG13.fasta,88.39,1.09,,
AtH2023_SRR21357608_MAG14.fasta,90.09,2.89,,
AtH2023_SRR21357608_MAG15.fasta,92.44,2.51,,
AtH2023_SRR21357608_MAG16.fasta,99.98,0.44,,
AtH2023_SRR21357608_MAG17.fasta,99.98,3.92,,
AtH2023_SRR21357608_MAG18.fasta,85.3,1.16,,
AtH2023_SRR21357608_MAG19.fasta,90.88,5.02,,
AtH2023_SRR21357608_MAG20.fasta,97.0,0.53,,
AtH2023_SRR21357608_MAG21.fasta,87.19,0.19,,
AtH2023_SRR21357608_MAG22.fasta,87.16,4.48,,
AtH2023_SRR21357608_MAG23.fasta,87.41,0.09,,
AtH2023_SRR21357608_MAG24.fasta,96.22,1.65,,
AtH2023_SRR21357608_MAG25.fasta,93.29,1.73,,
AtH2023_SRR21357608_MAG26.fasta,99.22,0.32,,
AtH2023_SRR21357608_MAG27.fasta,84.32,2.49,,
AtH2023_SRR21357608_MAG28.fasta,99.99,0.21,,
AtH2023_SRR21357612_MAG01.fasta,92.49,1.53,,
AtH2023_SRR21357612_MAG02.fasta,92.71,5.53,,
AtH2023_SRR21357612_MAG03.fasta,82.9,0.08,,
AtH2023_SRR21357612_MAG04.fasta,95.65,2.54,,
AtH2023_SRR21357612_MAG05.fasta,99.91,5.99,,
AtH2023_SRR21357612_MAG06.fasta,70.07,0.13,,
AtH2023_SRR21357612_MAG07.fasta,93.94,4.28,,
AtH2023_SRR21357612_MAG08.fasta,91.55,5.1,,
AtH2023_SRR21357612_MAG09.fasta,98.04,1.43,,
